Program,Term,Level,Subject Code,Subject Name,A*,A,A-,B+,B,B-,C+,C,C-,D+,D,F,All,A* To C+,C To D,F Only
[CIE] Civil Infrastructure Engineering,Fall 2020,3,STRN322,Construction Planning and Scheduling,0,1,0,2,4,0,0,0,0,1,1,0,9,7,2,0
[CIE] Civil Infrastructure Engineering,Spring 2020,0,MTHN003,Calculus II,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,1,ARCN110,Basic Architectural Design and Building Construction,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,1,ARCN116,Introduction to Cad System for Civil Engineering,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,1,GENN102,Fundamentals of Management,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,1,IHDN101,Principals of Irrigation and Drainage,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,1,IHDN104,Civil Engineering  Drawing,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,1,STRN102,Structural Analysis-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,1,STRN103,Engineering Materials,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,1,STRN105,Human Resources Management,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,2,GENN210,Risk Management and Environment,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,2,GENN224,Fundamentals of  Economics and Accounting,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,2,IHDN201,Fluid Mechanics,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,2,IHDN202,Open Channel Hydraulics,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,2,INTN203,Electromechanical Systems for Civil Engineers,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,2,MTHN203,Probability and Statistics,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,2,PBWN200,Urban Transportation Planning,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,2,PBWN206,Geomatics,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,2,STRN201,Reinforced Concrete Design I,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,3,GENN301,Ethics and Legislation,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,3,GENN321,Foreign Language,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,3,GENN326,Marketing,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,3,GENN327,Selections of Life Long Skills,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,3,PBWN302,Soil Mechanics,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
[CIE] Civil Infrastructure Engineering,Spring 2020,3,STRN302,Steel Structures Design I,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0
[CIE] Civil Infrastructure Engineering,Fall 2019,0,MECN002,Mechanics-2 (Dynamics),0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Fall 2019,0,MTHN003,Calculus II,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2
[CIE] Civil Infrastructure Engineering,Fall 2019,1,GENN102,Fundamentals of Management,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1
[CIE] Civil Infrastructure Engineering,Fall 2019,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0
[CIE] Civil Infrastructure Engineering,Fall 2019,1,MTHN103,Differential Equations,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Fall 2019,1,STRN102,Structural Analysis-2,0,0,0,0,1,1,1,0,0,0,3,0,6,3,3,0
[CIE] Civil Infrastructure Engineering,Fall 2019,1,STRN103,Engineering Materials,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[CIE] Civil Infrastructure Engineering,Fall 2019,1,STRN104,Mechanics of Materials,0,0,0,1,0,1,1,1,1,0,1,0,6,3,3,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,GENN201,Communication and Presentation Skills,0,1,3,1,0,0,0,0,0,0,0,0,5,5,0,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,GENN210,Risk Management and Environment,0,1,0,4,2,1,1,0,0,0,0,0,9,9,0,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,GENN224,Fundamentals of  Economics and Accounting,0,0,1,3,1,1,0,2,0,0,0,0,8,6,2,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,IHDN201,Fluid Mechanics,0,1,0,0,1,4,2,3,1,1,0,0,13,8,5,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,IHDN203,Water Chemistry and Microbiology,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,INTN203,Electromechanical Systems for Civil Engineers,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,MTHN203,Probability and Statistics,1,0,1,1,1,1,0,1,0,0,1,0,7,5,2,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,PBWN202,Surveying for Engineers,1,0,0,2,0,2,2,1,2,1,0,0,11,7,4,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,STRN201,Reinforced Concrete Design I,1,1,1,2,1,1,0,0,0,0,0,0,7,7,0,0
[CIE] Civil Infrastructure Engineering,Fall 2019,2,STRN224,Construction Project Management,0,0,0,1,0,4,0,0,3,2,1,0,11,5,6,0
[CIE] Civil Infrastructure Engineering,Fall 2019,3,GENN327,Selections of Life Long Skills,0,0,0,2,0,1,0,0,0,0,0,0,3,3,0,0
[CIE] Civil Infrastructure Engineering,Fall 2019,3,STRN302,Steel Structures Design I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[CIE] Civil Infrastructure Engineering,Summer 2019,0,MECN002,Mechanics-2 (Dynamics),0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[CIE] Civil Infrastructure Engineering,Summer 2019,0,MTHN003,Calculus II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[CIE] Civil Infrastructure Engineering,Summer 2019,1,GENN102,Fundamentals of Management,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Summer 2019,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0
[CIE] Civil Infrastructure Engineering,Summer 2019,1,MTHN103,Differential Equations,0,0,0,0,1,1,0,2,1,0,1,0,6,2,4,0
[CIE] Civil Infrastructure Engineering,Summer 2019,2,CIEN281,Industrial Training (1),3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
[CIE] Civil Infrastructure Engineering,Summer 2019,2,GENN201,Communication and Presentation Skills,0,3,1,0,1,0,0,0,0,0,0,0,5,5,0,0
[CIE] Civil Infrastructure Engineering,Summer 2019,2,GENN210,Risk Management and Environment,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Summer 2019,2,GENN224,Fundamentals of  Economics and Accounting,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Summer 2019,2,MTHN203,Probability and Statistics,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2019,0,GENN003,Basic Engineering Design,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2019,0,GENN005,Technical Writing,0,1,0,4,3,0,0,0,0,0,0,0,8,8,0,0
[CIE] Civil Infrastructure Engineering,Spring 2019,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0
[CIE] Civil Infrastructure Engineering,Spring 2019,1,ARCN110,Basic Architectural Design and Building Construction,0,0,0,0,2,0,0,1,0,1,0,0,4,2,2,0
[CIE] Civil Infrastructure Engineering,Spring 2019,1,ARCN116,Introduction to Cad System for Civil Engineering,0,2,0,2,1,2,1,0,1,1,0,0,10,8,2,0
[CIE] Civil Infrastructure Engineering,Spring 2019,1,GENN102,Fundamentals of Management,0,0,0,1,1,1,1,0,0,2,0,0,6,4,2,0
[CIE] Civil Infrastructure Engineering,Spring 2019,1,IHDN101,Principals of Irrigation and Drainage,1,0,0,0,0,3,1,1,0,1,1,1,9,5,3,1
[CIE] Civil Infrastructure Engineering,Spring 2019,1,IHDN104,Civil Engineering  Drawing,1,1,0,0,1,1,0,0,0,0,0,1,5,4,0,1
[CIE] Civil Infrastructure Engineering,Spring 2019,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,2
[CIE] Civil Infrastructure Engineering,Spring 2019,1,MTHN103,Differential Equations,0,0,1,1,0,0,0,1,0,1,0,2,6,2,2,2
[CIE] Civil Infrastructure Engineering,Spring 2019,1,STRN101,Structural Analysis-1,0,0,0,1,0,1,1,0,0,0,1,0,4,3,1,0
[CIE] Civil Infrastructure Engineering,Spring 2019,1,STRN102,Structural Analysis-2,1,1,0,1,0,2,0,1,0,2,0,2,10,5,3,2
[CIE] Civil Infrastructure Engineering,Spring 2019,1,STRN103,Engineering Materials,0,0,0,1,1,0,0,0,0,1,0,1,4,2,1,1
[CIE] Civil Infrastructure Engineering,Spring 2019,1,STRN104,Mechanics of Materials,0,1,1,0,0,0,0,1,2,3,1,2,11,2,7,2
[CIE] Civil Infrastructure Engineering,Spring 2019,1,STRN105,Human Resources Management,0,1,0,2,3,3,0,0,0,0,0,0,9,9,0,0
[CIE] Civil Infrastructure Engineering,Spring 2019,2,GENN201,Communication and Presentation Skills,1,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0
[CIE] Civil Infrastructure Engineering,Spring 2019,2,GENN210,Risk Management and Environment,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2019,2,GENN224,Fundamentals of  Economics and Accounting,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2019,2,INTN203,Electromechanical Systems for Civil Engineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[CIE] Civil Infrastructure Engineering,Spring 2019,2,PBWN202,Surveying for Engineers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[CIE] Civil Infrastructure Engineering,Spring 2019,3,GENN307,Entrepreneurship,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,CHEN001,Chemistry,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,GENN001,History of Science and Engineering,0,1,0,2,0,0,0,0,0,0,0,0,3,3,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,GENN003,Basic Engineering Design,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,GENN004,Computers for Engineers,0,0,0,0,0,0,1,2,0,0,0,2,5,1,2,2
[CIE] Civil Infrastructure Engineering,Fall 2018,0,GENN005,Technical Writing,0,0,0,3,0,1,1,0,0,0,0,0,5,5,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,MDPN001,Engineering Graphics,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,0,0,0,0,1,1,0,1,0,3,0,3,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,MECN001,Mechanics-1 (Statics),0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,MECN002,Mechanics-2 (Dynamics),0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,MTHN002,Calculus I,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,MTHN003,Calculus II,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Fall 2018,0,PHYN002,Electricity and Magnetism,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,0
[CIE] Civil Infrastructure Engineering,Fall 2018,1,ARCN110,Basic Architectural Design and Building Construction,1,0,1,2,0,3,1,0,0,0,0,0,8,8,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,1,GENN102,Fundamentals of Management,1,1,2,0,1,0,0,0,0,0,0,0,5,5,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,1,IHDN104,Civil Engineering  Drawing,2,1,1,1,0,3,1,0,0,0,0,0,9,9,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,1,MTHN102,Multivariable Calculus and Linear Algebra,1,0,0,0,2,0,0,2,2,1,0,0,8,3,5,0
[CIE] Civil Infrastructure Engineering,Fall 2018,1,STRN101,Structural Analysis-1,1,1,1,2,0,2,0,0,1,1,1,0,10,7,3,0
[CIE] Civil Infrastructure Engineering,Fall 2018,1,STRN102,Structural Analysis-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[CIE] Civil Infrastructure Engineering,Fall 2018,1,STRN103,Engineering Materials,1,0,0,2,3,2,0,1,1,0,0,0,10,8,2,0
[CIE] Civil Infrastructure Engineering,Fall 2018,1,STRN104,Mechanics of Materials,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Fall 2018,2,GENN201,Communication and Presentation Skills,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Fall 2018,2,GENN224,Fundamentals of  Economics and Accounting,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0
[CIE] Civil Infrastructure Engineering,Fall 2018,2,IHDN203,Water Chemistry and Microbiology,1,0,0,0,1,1,1,1,2,3,0,0,10,4,6,0
[CIE] Civil Infrastructure Engineering,Summer 2018,0,GENN004,Computers for Engineers,0,0,0,2,0,0,0,0,0,0,1,0,3,2,1,0
[CIE] Civil Infrastructure Engineering,Summer 2018,0,MECN002,Mechanics-2,0,0,0,0,0,2,0,2,0,0,1,0,5,2,3,0
[CIE] Civil Infrastructure Engineering,Summer 2018,0,MTHN003,Calculus II,0,0,0,0,1,2,1,1,0,1,1,0,7,4,3,0
[CIE] Civil Infrastructure Engineering,Summer 2018,0,PHYN002,Electricity and Magnetism,0,0,0,0,1,2,1,0,1,1,1,0,7,4,3,0
[CIE] Civil Infrastructure Engineering,Spring 2018,0,CHEN001,Chemistry,1,0,0,2,2,0,2,1,3,0,1,1,13,7,5,1
[CIE] Civil Infrastructure Engineering,Spring 2018,0,GENN001,Humanities and Engineering,1,0,2,1,3,1,0,0,0,0,0,0,8,8,0,0
[CIE] Civil Infrastructure Engineering,Spring 2018,0,GENN003,Basic Engineering Design,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0
[CIE] Civil Infrastructure Engineering,Spring 2018,0,GENN004,Computers for Engineers,0,1,0,0,1,0,1,1,0,0,2,2,8,3,3,2
[CIE] Civil Infrastructure Engineering,Spring 2018,0,MDPN001,Engineering Graphics,0,0,0,3,0,1,1,0,0,0,0,0,5,5,0,0
[CIE] Civil Infrastructure Engineering,Spring 2018,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,1,0,0,2,0,2,1,1,2,9,3,4,2
[CIE] Civil Infrastructure Engineering,Spring 2018,0,MECN001,Mechanics-1,0,0,0,0,2,1,0,1,0,0,0,0,4,3,1,0
[CIE] Civil Infrastructure Engineering,Spring 2018,0,MECN002,Mechanics-2,1,0,0,0,0,1,2,0,1,1,0,2,8,4,2,2
[CIE] Civil Infrastructure Engineering,Spring 2018,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,0,0,0,1,1,0,1,0,0,3,1,2,0
[CIE] Civil Infrastructure Engineering,Spring 2018,0,MTHN002,Calculus I,0,0,0,1,0,1,1,1,1,0,0,1,6,3,2,1
[CIE] Civil Infrastructure Engineering,Spring 2018,0,MTHN003,Calculus II,1,0,0,0,0,0,0,1,2,0,4,0,8,1,7,0
[CIE] Civil Infrastructure Engineering,Spring 2018,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",0,0,0,1,1,1,1,2,0,0,0,0,6,4,2,0
[CIE] Civil Infrastructure Engineering,Spring 2018,0,PHYN002,Electricity and Magnetism,0,1,0,0,0,0,0,0,0,2,3,2,8,1,5,2
[CIE] Civil Infrastructure Engineering,Spring 2018,1,ARCN110,Basic Architectural Design,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Spring 2018,1,GENN101,Technical Writing,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Spring 2018,1,MTHN102,Multivariable Calculus and Linear Algebra,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[CIE] Civil Infrastructure Engineering,Spring 2018,1,STRN101,Structural Analysis-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Spring 2018,1,STRN103,Engineering Materials,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Spring 2018,2,GENN210,Risk Management and Environment,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Fall 2017,0,GENN001,Humanities and Engineering,0,0,1,2,0,1,0,0,0,0,0,0,4,4,0,0
[CIE] Civil Infrastructure Engineering,Fall 2017,0,GENN002,English Language,0,0,1,6,2,2,0,0,0,1,0,0,12,11,1,0
[CIE] Civil Infrastructure Engineering,Fall 2017,0,GENN003,Basic Engineering Design,1,2,4,3,1,1,0,0,0,0,0,0,12,12,0,0
[CIE] Civil Infrastructure Engineering,Fall 2017,0,GENN004,Computers for Engineers,0,0,0,0,0,0,0,1,0,0,1,3,5,0,2,3
[CIE] Civil Infrastructure Engineering,Fall 2017,0,MDPN001,Engineering Graphics,0,1,0,0,2,1,1,1,1,0,2,2,11,5,4,2
[CIE] Civil Infrastructure Engineering,Fall 2017,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,0,0,0,0,0,1,1,1,1,4,0,3,1
[CIE] Civil Infrastructure Engineering,Fall 2017,0,MECN001,Mechanics-1,0,1,0,0,0,1,1,1,2,1,4,3,14,3,8,3
[CIE] Civil Infrastructure Engineering,Fall 2017,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,1,0,0,0,0,1,2,2,0,4,2,3,15,4,8,3
[CIE] Civil Infrastructure Engineering,Fall 2017,0,MTHN002,Calculus I,0,1,0,0,0,1,3,1,2,1,0,6,15,5,4,6
[CIE] Civil Infrastructure Engineering,Fall 2017,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",0,0,1,0,0,1,1,1,0,2,4,6,16,3,7,6
[CIE] Civil Infrastructure Engineering,Fall 2017,0,PHYN002,Electricity and Magnetism,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[CIE] Civil Infrastructure Engineering,Fall 2017,1,GENN102,Fundamentals of Management,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Spring 2017,0,CHEN001,Chemistry,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Spring 2017,0,MDPN001,Engineering Graphics,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2017,0,MECN001,Mechanics-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2017,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Spring 2017,0,MTHN002,Calculus I,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Fall 2016,0,GENN001,Humanities and Engineering,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[CIE] Civil Infrastructure Engineering,Fall 2016,0,GENN004,Computers for Engineers,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[CIE] Civil Infrastructure Engineering,Fall 2016,0,MDPN002,Fundamentals of Manufacturing Engineering,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[CIE] Civil Infrastructure Engineering,Fall 2016,0,MECN001,Mechanics-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[CIE] Civil Infrastructure Engineering,Fall 2016,0,MTHN001,Introduction to Linear Algebra and Analytic Geometry,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[CIE] Civil Infrastructure Engineering,Fall 2016,0,MTHN002,Calculus I,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[CIE] Civil Infrastructure Engineering,Fall 2016,0,PHYN001,"Mechanics, Oscillations, Waves and Thermodynamics",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[IEM] Industrial Engineering & Management,Spring 2026,1,MTHS104,Differential Equations,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[IEM] Industrial Engineering & Management,Spring 2026,1,MTHS114,Numerical Analysis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[IEM] Industrial Engineering & Management,Spring 2026,3,MDPS354,Machine and System Design,0,0,0,0,0,0,0,1,2,0,0,0,3,0,3,0
[IEM] Industrial Engineering & Management,Spring 2026,3,MDPS371,Mechanical Vibrations,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[IEM] Industrial Engineering & Management,Spring 2026,3,MDPS372,Control System Dynamics,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,0
[IEM] Industrial Engineering & Management,Spring 2026,3,MDPS397,Safety Engineering,0,1,0,1,1,2,0,0,0,0,0,0,5,5,0,0
[IEM] Industrial Engineering & Management,Spring 2026,4,IEMS482,Graduation Project-2,0,3,1,3,0,0,0,0,0,0,0,0,7,7,0,0
[IEM] Industrial Engineering & Management,Spring 2026,4,MDPS483,System Modeling and Simulation,0,0,0,1,1,1,2,0,0,0,2,0,7,5,2,0
[IEM] Industrial Engineering & Management,Spring 2026,4,MDPS493,Industrial Management,1,1,1,0,1,0,0,0,0,0,0,0,4,4,0,0
[IEM] Industrial Engineering & Management,Spring 2026,4,MDPS497,Lean Manufacturing and Six Sigma,0,0,0,0,0,2,1,1,0,0,0,0,4,3,1,0
[IEM] Industrial Engineering & Management,Fall 2025,1,MTHS104,Differential Equations,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[IEM] Industrial Engineering & Management,Fall 2025,1,MTHS114,Numerical Analysis,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[IEM] Industrial Engineering & Management,Fall 2025,2,GENS209,Selections of Life Long Skills,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[IEM] Industrial Engineering & Management,Fall 2025,2,IEMS280,Engineering Seminar,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[IEM] Industrial Engineering & Management,Fall 2025,3,EPES303,Electric Drive Systems,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[IEM] Industrial Engineering & Management,Fall 2025,3,IEMS381,Industrial Training-2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
[IEM] Industrial Engineering & Management,Fall 2025,3,MDPS332,Computer Aided Design and Manufacturing CAD-CAM,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
[IEM] Industrial Engineering & Management,Fall 2025,3,MDPS352,Machine Design,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
[IEM] Industrial Engineering & Management,Fall 2025,3,MDPS354,Machine and System Design,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0
[IEM] Industrial Engineering & Management,Fall 2025,3,MDPS371,Mechanical Vibrations,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
[IEM] Industrial Engineering & Management,Fall 2025,3,MDPS372,Control System Dynamics,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
[IEM] Industrial Engineering & Management,Fall 2025,3,MDPS390,Project Management,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[IEM] Industrial Engineering & Management,Fall 2025,3,MDPS396,Work Design and Measurement,0,0,1,0,4,2,0,0,0,0,0,0,7,7,0,0
[IEM] Industrial Engineering & Management,Fall 2025,4,IEMS481,Graduation Project-1,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0
[IEM] Industrial Engineering & Management,Fall 2025,4,MDPS481,Facilities Planning and Design,0,0,0,1,1,3,1,0,0,0,0,0,6,6,0,0
[IEM] Industrial Engineering & Management,Fall 2025,4,MDPS484,Production and Operations Management,0,0,0,0,0,2,2,0,0,0,0,1,5,4,0,1
[IEM] Industrial Engineering & Management,Fall 2025,4,MDPS485,Industrial Design Lab,0,0,0,1,3,3,1,0,0,0,0,0,8,8,0,0
[IEM] Industrial Engineering & Management,Fall 2025,4,MDPS491,Supply Chain Management,0,0,0,5,1,0,0,0,0,0,0,0,6,6,0,0
[IEM] Industrial Engineering & Management,Fall 2025,4,MDPS493,Industrial Management,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0
[IEM] Industrial Engineering & Management,Summer 2025,1,MTHS104,Differential Equations,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
[IEM] Industrial Engineering & Management,Summer 2025,1,MTHS114,Numerical Analysis,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
[IEM] Industrial Engineering & Management,Summer 2025,2,IEMS281,Industrial Training-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[IEM] Industrial Engineering & Management,Summer 2025,3,IEMS381,Industrial Training-2,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,2
[IEM] Industrial Engineering & Management,Spring 2025,0,GENS002,Societal Issues,0,0,0,1,1,0,1,0,0,0,0,0,3,3,0,0
